usage,timing_ms
48,2112.52
48,2102.46
48,2081.28
48,2114.24
48,2130.23
48,2101.36
48,2154.69
48,2153.11
48,2149.96
49,2116.41
49,2144.01
48,2149.1
49,2167.52
49,2176.34
48,2229.98
49,2240.48
49,2242.98
49,2240.91
49,2214.65
49,2238.21
49,2206.37
49,2092.98
49,2090.86
49,2106.86
49,2103.33
49,2116.73
49,2128.39
49,2128.29
49,2137.41
50,2149.83
50,2177.61
49,2201.67
50,2198.21
50,2191.03
50,2323.84
50,2319.7
49,2331.19
50,2322.11
50,2261.53
50,2230.07
50,2247.02
50,2157.87
50,2150.42
50,2117.48
50,2119.66
50,2189.59
50,2209.89
50,2220.24
1,2178.45
50,2177.01
1,2096.78
50,2099.67
1,2273.91
1,2291.73
1,2173.08
1,2179.22
1,2173.78
1,2182.81
1,2179.49
1,2172.42
50,2206.07
1,2106.06
1,2105.86
1,2116.09
1,2428.6
1,2236.53
1,2176.33
1,2162.0
1,2140.91
2,2150.48
2,2147.23
1,2084.23
2,2071.32
2,2075.96
1,2090.96
2,2094.37
2,2151.49
2,2169.26
2,2169.42
2,2168.82
2,2171.18
2,2141.85
2,2157.73
2,2153.56
2,2115.1
2,2116.24
2,2114.51
2,2119.11
3,2155.28
2,2175.43
3,2081.08
2,2158.47
3,2067.55
3,2080.75
3,2111.14
2,2113.95
3,2144.77
3,2145.37
3,2146.71
3,2148.29
3,2178.01
3,2127.58
3,2146.74
3,2145.78
3,2103.45
3,2153.91
3,2179.93
3,2179.94
4,2144.27
3,2142.19
4,2153.49
3,2082.75
4,2138.12
4,2223.38
4,2145.43
3,2134.19
4,2103.75
4,2165.46
4,2163.42
4,2183.55
4,2176.58
4,2168.31
4,2108.14
4,2108.83
4,2082.67
4,2090.98
4,2158.14
4,2160.51
5,2166.62
4,2162.72
5,2088.7
4,2084.09
5,2147.06
5,2085.01
5,2092.37
4,2135.59
5,2113.38
5,2101.53
5,2175.44
5,2175.12
5,2172.26
5,2162.7
